id,number,name,description,numCredits,departmentID,acronym
7703,,Seminar,Topics may include the following:.,,151,THTRE 504
7704,,Seminar: Musical Theatre,Topics may include the following:.,,151,THTRE 504A
7705,,Seminar: Acting Techniques,Topics may include the following:.,,151,THTRE 504B
7706,,Seminar: Acting Styles,Topics may include the following:.,,151,THTRE 504C
7707,,Seminar: Design and Technical Theatre,Topics may include the following:.,,151,THTRE 504D
7708,,Seminar: Arts Management,Topics may include the following:.,,151,THTRE 504E
7709,,Special Topics,,,151,THTRE 590
7710,,General Pharmacology,"General principles; drug disposition; drugs acting on the nervous, cardiovascular, renal, gastrointestinal, and endocrine systems.",,152,TOX 354
7711,,Foodborne Hazards,"Pathogenesis of human microbiological foodborne infections and intoxications, principles of toxicology, major classes of toxicants in the food supply, governmental regulation of foodborne hazards. Assessed service learning component.   Only one of FS HN 419 and FS HN 519 may count toward graduation.",,152,TOX 419
7712,,Food Microbiology,"Effects of microbial growth in foods. Methods to control, detect, and enumerate microorganisms in food and water. Foodborne infections and intoxications.",,152,TOX 420
7713,,Veterinary Toxicology,"Study of toxicological diseases of animals emphasizing clinical recognition, circumstances of poisoning, differential diagnosis with clinical and laboratory data, therapeutic procedures, preventive management and public health implications. Supplemented with case-based materials.",,152,TOX 426
7714,,Principles of Toxicology,"Principles of toxicology governing entry, fate, and effects of toxicants on living systems. Includes toxicokinetics and foreign compound metabolism relative to toxification or detoxification. Fundamentals of foreign compound effects on metabolism, physiology, and morphology of different cell types, tissues, and organ systems.",,152,TOX 501
7715,,Toxicology Methods,"Provides demonstrations or laboratory experience in the application of methods used in toxicology, including safety procedures, calculation and data analysis, teratologic and morphologic evaluation, cellular/molecular toxicological techniques, electrophysiologic measures, in vitro enzyme induction/biotransformation, neural and behavioral toxicology testing.",,152,TOX 502
7716,,Toxicology Seminar,"Presentation of a seminar about a current topic in toxicology as part of a weekly series of seminars by graduate students, faculty, and guest lecturers from off campus.  Graduate student speakers will meet with the instructor at least one week prior to their formal presentation.",,152,TOX 504
7717,,Diet and Cancer Prevention,"Principles of cancer biology and cancer etiology will be integrated with the impacts of diet on cancer development and prevention.  Contributions of research with humans, animals, cultured cells and cell free systems will be included.  The importance of dietary contaminants, macronutrients and micronutrients will be examined with an emphasis on the strength of the evidence and mechanisms of action.",,152,TOX 506
7718,,Regulatory Toxicology,"Survey of approaches used by toxicologists in government and industry for generating, enforcing and complying with laws and regulations. Regulatory policies and decisions making.  Toxicological risk assessment and risk analysis.  Taught online only.",,152,TOX 515
7719,,Food Toxicology,"Basic principles of toxicology. Toxicants in the food supply: modes of action, toxicant defense systems, toxicant and nutrient interactions, risk assessment. Assessed service learning component.   Only one of FS HN 419 and FS HN 519 may count toward graduation.",,152,TOX 519
7720,,Veterinary Toxicology,"Study of toxicological diseases of animals emphasizing clinical recognition, circumstances of poisoning, differential diagnosis with clinical and laboratory data, therapeutic procedures, preventive management and public health implications. Supplemented with case-based materials.",,152,TOX 526
