"ARTIS 424H","ARTIS 324 or permission of instructor"
"ARTIS 429","ARTIS 329"
"ARTIS 429H","ARTIS 329"
"ARTIS 430","ARTIS 330"
"ARTIS 430H","ARTIS 330"
"ARTIS 438","ARTIS 338"
"ARTIS 438H","ARTIS 338"
"ARTIS 447","ARTIS 347 or permission of instructor."
"ARTIS 448","Junior classification in either College of Design or Apparel, Merchandising, & Design"
"ARTIS 458","ARTIS 356, ARTIS 357, or ARTIS 358, and permission of instructor"
"ARTIS 458H","ARTIS 356, ARTIS 357, or ARTIS 358, and permission of instructor"
"ARTIS 473","ARTIS 212 or permission of instructor"
"ARTIS 482","Permission of instructor"
"ARTIS 490","Written approval of instructor and department chair on required form in advance of semester of enrollment"
"ARTIS 490B","Written approval of instructor and department chair on required form in advance of semester of enrollment"
"ARTIS 490C","Written approval of instructor and department chair on required form in advance of semester of enrollment"
"ARTIS 490D","Written approval of instructor and department chair on required form in advance of semester of enrollment"
"ARTIS 490E","Written approval of instructor and department chair on required form in advance of semester of enrollment"
"ARTIS 490F","Written approval of instructor and department chair on required form in advance of semester of enrollment"
"ARTIS 490G","Written approval of instructor and department chair on required form in advance of semester of enrollment"
"ARTIS 490H","Written approval of instructor and department chair on required form in advance of semester of enrollment"
"ARTIS 490I","Written approval of instructor and department chair on required form in advance of semester of enrollment"
"ARTIS 490J","Written approval of instructor and department chair on required form in advance of semester of enrollment"
"ARTIS 490K","Written approval of instructor and department chair on required form in advance of semester of enrollment"
"ARTIS 490L","Written approval of instructor and department chair on required form in advance of semester of enrollment"
"ARTIS 490M","Written approval of instructor and department chair on required form in advance of semester of enrollment"
"ARTIS 491","Enrollment in Post Baccalaureate Program."
"ARTIS 493","Permission of instructor"
"ARTIS 493B","Permission of instructor"
"ARTIS 493C","Permission of instructor"
"ARTIS 493D","Permission of instructor"
"ARTIS 493E","Permission of instructor"
"ARTIS 493F","Permission of instructor"
"ARTIS 493G","Permission of instructor"
"ARTIS 493H","Permission of instructor"
"ARTIS 493I","Permission of instructor"
"ARTIS 493J","Permission of instructor"
"ARTIS 493K","Permission of instructor"
"ARTIS 493L","Permission of instructor"
"ARTIS 493M","Permission of instructor"
"ARTIS 494","Permission of instructor and planned enrollment in ARTIS 495"
"ARTIS 495","Graduate classification, ARTIS 494 or equivalent, permission of instructor"
"ARTIS 496","Concurrent enrollment in an art and design studio or integrated studio arts course and permission of instructor"
"ARTIS 497","Advanced classification in a department curriculum"
"ARTIS 499","ARTIS 399 and senior classification in the ISA BFA Curriculum."
"ARTIS 505","6 credits of 200 level studio"
"ARTIS 507","ARTIS 308"
"ARTIS 508","ARTIS 408 or graduate classification and permission of instructor"
"ARTIS 509","Permission of instructor. Programming emphasis: COM S 227, COM S 228, COM S 229 or equivalent in engineering; art or graphics emphasis: ARTIS 230 and ARTIS 308; writing emphasis: an English course in creative writing or writing screen plays; business or marketing students: Junior classification"
"ARTIS 511","Graduate classification"
"ARTIS 520","ARTIS 320"
"ARTIS 522","ARTIS 322"
"ARTIS 524","ARTIS 324 or permission of instructor"
"ARTIS 529","ARTIS 329"
"ARTIS 530","ARTIS 330"
"ARTIS 538","ARTIS 338"
"ARTIS 547","ARTIS 347 or permission of instructor."
"ARTIS 548","Junior classification in either College of Design or Apparel, Merchandising, & Design"
"ARTIS 556","ARTIS 206 and ARTIS 230"
"ARTIS 557","ARTIS 206 and 230"
"ARTIS 558","ARTIS 206 and credit or enrollment in ARTIS 230"
"ARTIS 571","Admission into graduate program in the College of Design"
"ARTIS 571A","Admission into graduate program in the College of Design"
"ARTIS 571B","Admission into graduate program in the College of Design"
"ARTIS 571C","Admission into graduate program in the College of Design"
"ARTIS 573","ARTIS 212 or permission of instructor"
"ARTIS 582","Permission of instructor"
"ARTIS 590","Bachelor degree in art and/or design, or evidence of satisfactory equivalency in specialized area"
"ARTIS 590B","Bachelor degree in art and/or design, or evidence of satisfactory equivalency in specialized area"
"ARTIS 590C","Bachelor degree in art and/or design, or evidence of satisfactory equivalency in specialized area"
"ARTIS 590D","Bachelor degree in art and/or design, or evidence of satisfactory equivalency in specialized area"
"ARTIS 590E","Bachelor degree in art and/or design, or evidence of satisfactory equivalency in specialized area"
"ARTIS 590F","Bachelor degree in art and/or design, or evidence of satisfactory equivalency in specialized area"
"ARTIS 590G","Bachelor degree in art and/or design, or evidence of satisfactory equivalency in specialized area"
"ARTIS 590I","Bachelor degree in art and/or design, or evidence of satisfactory equivalency in specialized area"
"ARTIS 590J","Bachelor degree in art and/or design, or evidence of satisfactory equivalency in specialized area"
"ARTIS 590K","Bachelor degree in art and/or design, or evidence of satisfactory equivalency in specialized area"
"ARTIS 590L","Bachelor degree in art and/or design, or evidence of satisfactory equivalency in specialized area"
"ARTIS 590M","Bachelor degree in art and/or design, or evidence of satisfactory equivalency in specialized area"
"ARTIS 593","Graduate classification and permission of instructor"
"ARTIS 593B","Graduate classification and permission of instructor"
"ARTIS 593C","Graduate classification and permission of instructor"
"ARTIS 593D","Graduate classification and permission of instructor"
"ARTIS 593E","Graduate classification and permission of instructor"
"ARTIS 593F","Graduate classification and permission of instructor"
"ARTIS 593G","Graduate classification and permission of instructor"
"ARTIS 593I","Graduate classification and permission of instructor"
"ARTIS 593J","Graduate classification and permission of instructor"
"ARTIS 593K","Graduate classification and permission of instructor"
"ARTIS 593L","Graduate classification and permission of instructor"
"ARTIS 593M","Graduate classification and permission of instructor"
"ARTIS 595","Graduate classification, ARTIS 494 or equivalent, permission of instructor"
"ARTIS 605","Permission of instructor"
"ARTIS 607","Graduate classification and permission of instructor."
"ARTIS 697","Graduate classification and approval of POS committee"
"ARTIS 698","Graduate classification and permission of instructor."
"ARTIS 699",""
"ARTIS 699A",""
"ARTIS 699B",""
"IGS 599",""
"IGS 699",""
"ARTID 250",""
"ARTID 251",""
"ARTID 255",""
"ARTID 259","Enrollment in interior design studio course"
"ARTID 261","Admission to the interior design program through program review and enrollment in ARTID 265"
"ARTID 263","ARTID 261, enrollment in ARTID 267"
"ARTID 265","Credit or enrollment in ARTID 250 and ARTID 261; admission to the interior design program through program review"
"ARTID 267","ARTID 265"
"ARTID 350","Completion of the College of Design Core."
"ARTID 351","Completion of the College of Design Core."
"ARTID 352","Completion of the College of Design Core."
"ARTID 353","Completion of the College of Design Core."
"ARTID 355",""
"ARTID 356","Credit or enrollment in ARTID 355 or permission of instructor"
"ARTID 357","Participation in Study Abroad Rome program"
"ARTID 359","Enrollment in third year interior design studio course"
"ARTID 360","Enrollment in interior design program."
"ARTID 365","ARTID 263, ARTID 267, and enrollment in ARTID 359"
"ARTID 367","ARTID 365"
"ARTID 367H","ARTID 365"
"ARTID 459","Enrollment in fourth year interior design studio course"
"ARTID 460","ARTID 350, 360, and 365"
"ARTID 461","ARTID 460"
"ARTID 461H","ARTID 460"
"ARTID 463","HD FS 360 or 3 credits in housing, architecture, interior design, rehabilitation, psychology, or human development and family studies or permission of instructor"
"ARTID 465","ARTID 460, or permission of instructor, and enrollment in ARTID 459"
"ARTID 467","ARTID 465"
"ARTID 468","Enrollment or credit in third year studio courses"
"ARTID 468H","Enrollment or credit in third year studio courses"
"ARTID 490","Written approval of instructor and department chair on required form in advance of semester of enrollment"
"ARTID 490H","Written approval of instructor and department chair on required form in advance of semester of enrollment"
"ARTID 493","Evidence of satisfactory experience in area of specialization"
"ARTID 551","Instructor permission"
"ARTID 551A","Instructor permission"
"ARTID 551B","Instructor permission"
"ARTID 552","Permission of instructor"
"ARTID 552A","Permission of instructor"
"ARTID 552B","Permission of instructor"
"ARTID 552C","Permission of instructor"
"ARTID 552D","Permission of instructor"
"ARTID 554","ARTID 668 and permission of instructor"
"ARTID 559","Graduate enrollment or permission of instructor"
"ARTID 560","Permission of instructor."
"ARTID 563","HD FS 360 or 3 credits in housing, architecture, interior design, rehabilitation, psychology, or human development and family studies or permission of instructor"
"ARTID 565","ARTID 460, or permission of instructor, and enrollment in ARTID 459"
"ARTID 567","ARTID 465"
"ARTID 568","Graduate classification and permission of instructor"
"ARTID 569","Graduate classification or permission of instructor"
"ARTID 569A","Graduate classification or permission of instructor"
"ARTID 569B","Graduate classification or permission of instructor"
"ARTID 569C","Graduate classification or permission of instructor"
"ARTID 569D","Graduate classification or permission of instructor"
"ARTID 590","Bachelor's degree in interior design, or evidence of satisfactory equivalency in specialized area. Written approval of instructor and department chair on required form in advance of semester of enrollment"
"ARTID 593","Graduate classification; evidence of satisfactory experience in area of specialization"
"ARTID 598","Concurrent enrollment in ARTID 565, ARTID 567, ARTID 568, ARTID ARTID 665, or ARTID 668, and permission of instructor"
"ARTID 599",""
"ARTID 660","Permission of instructor"
"ARTID 668","Graduate classification and permission of instructor."
"ARTID 690","M.F.A classification, permission of instructor"
"ARTID 697","Approval of POS committee"
"ARTID 699",""
"ARTID 699A",""
"ARTID 699B",""
"INTST 235",""
"INTST 295","12 college-level credits"
"INTST 350",""
"INTST 395",""
"INTST 395A",""
"INTST 395B",""
"INTST 395C",""
"INTST 395D",""
"INTST 395E",""
"INTST 430","INTST 235, junior classification or higher"
"INTST 446","3-credit biology course, Sophomore or higher classification, permission of Instructor"
"INTST 490","Permission of International Studies director and faculty supervisor"
"INTST 491","Minimum of 3 cr. study abroad and/or internship abroad"
"IA LL 293",""
"IA LL 293G",""
"IA LL 302","One course in the biological sciences"
"IA LL 303I","Permission of instructor and sophomore standing"
"IA LL 312I",""
"IA LL 326I",""
"IA LL 333","Introductory biology"
"IA LL 364",""
"IA LL 367",""
"IA LL 371I",""
"IA LL 402I","Four courses in physical or biological sciences or engineering"
"IA LL 403",""
"IA LL 404I","Two semesters of biology"
"IA LL 415","One or more ecology courses"
"IA LL 419I",""
"IA LL 420I","Two semesters of biology"
"IA LL 422I","Familiarity with basic principles in biological sciences and ecology"
"IA LL 425I","Introductory biology course and general chemistry course"
"IA LL 427I",""
"IA LL 435I",""
"IA LL 436I",""
"IA LL 461I",""
"IA LL 463I","AGRON 154 or AGRON 260"
"IA LL 484",""
"IA LL 490I","8 credits in biology and permission of instructor"
"IA LL 493",""
"IA LL 493A",""
"IA LL 493B",""
"IA LL 493C",""
"IA LL 493D",""
"IA LL 493E",""
"IA LL 493F",""
"IA LL 493G",""
"IA LL 493I",""
"IA LL 493J",""
"IA LL 493K",""
"IA LL 493L",""
"IA LL 493M",""
"IA LL 493N",""
"IA LL 493P",""
"IA LL 493Q",""
"IA LL 493S",""
"IA LL 493T",""
"IA LL 493U",""
"IA LL 494","A general ecology course and permission of the instructor"
"IA LL 499","Junior or senior classification and permission of instructor"
"IA LL 501",""
"IA LL 503","Permission of instructor and graduate standing"
"IA LL 508I","Courses in ecology, chemistry, and physics"
"IA LL 523I",""
"IA LL 526I","Concurrent registration in IA LL 326I"
"IA LL 531I","IA LL 312I"
"IA LL 532","An undergraduate course in statistics, understanding of basic concepts such as correlation and regression, and   familiarity with PC-based software for data analysis"
"IA LL 535I","A course in ecology"
"IA LL 563I","AGRON 154 or AGRON 260"
"IA LL 564I","IA LL 312I"
"IA LL 573",""
"IA LL 573A",""
"IA LL 573B",""
"IA LL 573C",""
"IA LL 573D",""
"IA LL 573E",""
"IA LL 573F",""
"IA LL 573G",""
"IA LL 573H",""
"IA LL 573I",""
"IA LL 573J",""
"IA LL 573K",""
"IA LL 573W",""
"IA LL 575I",""
"IA LL 580I",""
"IA LL 590","Graduate classification and permission of instructor"
"IA LL 590I","Graduate classification and permission of instructor"
"IA LL 593","Permission of instructor"
"IA LL 699I",""
"JL MC 101",""
"JL MC 110",""
"JL MC 201","ENGL 250 (or testout) and JL MC 110."
"JL MC 202","Minimum of C+ in JL MC 201"
"JL MC 206","Minimum of C+ in JL MC 201"
"JL MC 242",""
"JL MC 306","Minimum of C+ in JL MC 201"
"JL MC 307","JL MC 242"
"JL MC 308","Minimum of C+ in JL MC 201."
"JL MC 310","Minimum of C+ in JL MC 201"
"JL MC 312","JL MC 310 or permission of instructor"
"JL MC 315","JL MC 308 or JL MC 310 or JL MC 316 or equivalent computer design proficiency"
"JL MC 316","Credit or enrollment in JL MC 242 and C+ or better in JL MC 201"
"JL MC 317","JL MC 316 or equivalent computer design proficiency and JL MC 310 or 315."
"JL MC 341","Junior classification"
"JL MC 344","Minimum of C+ in JL MC 202 or JL MC 206 or P R 321"
"JL MC 346","Minimum of C+ in JL MC 202 or JL MC 206 or P R 321"
"JL MC 347","ADVRT, JL MC, and P R majors: minimum of C+ in JL MC 201. Nonmajors and minors by permission of instructor."
